primaryTitle,startYear,genre1,genre2,genre3,averageRating,numVotes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Chef,2014,Adventure,Comedy,Drama,7.3,207203.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chennai Express,2013,Action,Adventure,Comedy,6.1,51892.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chernobyl Diaries,2012,Horror,Mystery,Thriller,5.0,65382.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Chhichhore,2019,Comedy,Drama,Romance,8.3,45403.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chicago,2002,Comedy,Crime,Musical,7.2,223173.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chicken Little,2005,Adventure,Animation,Comedy,5.7,89481.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Run,2000,Adventure,Animation,Comedy,7.0,184239.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Child 44,2015,Crime,Drama,History,6.5,69049.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Child's Play,1988,Fantasy,Horror,Thriller,6.6,96060.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Child's Play,2019,Drama,Horror,Sci-Fi,5.7,49133.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Child's Play 2,1990,Horror,Thriller,,5.9,48963.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Child's Play 3,1991,Horror,Thriller,,5.1,39056.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Children of Heaven,1997,Drama,Family,Sport,8.3,71015.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Children of Men,2006,Action,Drama,Sci-Fi,7.9,482154.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chinatown,1974,Drama,Mystery,Thriller,8.2,311539.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Chitty Chitty Bang Bang,1968,Adventure,Family,Fantasy,6.9,43639.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Chloe,2009,Drama,Mystery,Romance,6.3,71587.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Chocolat,2000,Drama,Romance,,7.2,185001.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Choke,2008,Comedy,Drama,,6.4,32232.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chopper,2000,Biography,Crime,Drama,7.2,37574.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christine,1983,Horror,Thriller,,6.7,78274.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Christmas with the Kranks,2004,Comedy,Family,,5.4,45977.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Robin,2018,Adventure,Animation,Comedy,7.3,73681.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chronicle,2012,Action,Drama,Sci-Fi,7.0,245607.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chungking Express,1994,Comedy,Crime,Drama,8.1,72943.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella,2015,Adventure,Drama,Family,6.9,169837.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella Man,2005,Biography,Drama,History,8.0,182281.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Circle,2015,Drama,Horror,Mystery,6.0,51360.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cirque du Freak: The Vampire's Assistant,2009,Action,Adventure,Fantasy,5.8,44490.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Citizenfour,2014,Biography,Documentary,History,8.0,54379.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City of Angels,1998,Drama,Fantasy,Romance,6.7,117510.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
City of Ember,2008,Adventure,Family,Fantasy,6.5,64538.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Clash of the Titans,1981,Action,Adventure,Family,6.9,43072.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clash of the Titans,2010,Action,Adventure,Fantasy,5.8,276874.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cleaner,2007,Crime,Mystery,Thriller,6.1,38325.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Clear and Present Danger,1994,Action,Crime,Drama,6.9,95640.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleopatra,1963,Biography,Drama,History,7.0,31459.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clerks,1994,Comedy,,,7.7,217176.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clerks II,2006,Comedy,,,7.3,132788.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliffhanger,1993,Action,Adventure,Thriller,6.4,125370.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Close Encounters of the Third Kind,1977,Drama,Sci-Fi,,7.6,193364.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Closer,2004,Drama,Romance,,7.2,210800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cloud Atlas,2012,Action,Drama,Mystery,7.4,353670.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clouds of Sils Maria,2014,Drama,,,6.7,28883.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs,2009,Adventure,Animation,Comedy,6.9,218112.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs 2,2013,Adventure,Animation,Comedy,6.4,96954.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clue,1985,Comedy,Crime,Mystery,7.3,91508.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clueless,1995,Comedy,Romance,,6.9,200338.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Coach Carter,2005,Biography,Drama,Sport,7.3,137618.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cobain: Montage of Heck,2015,Animation,Biography,Documentary,7.5,29056.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobra,1986,Action,Crime,Thriller,5.8,70692.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cocktail,1988,Comedy,Drama,Romance,5.9,82608.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Coco,2017,Adventure,Animation,Comedy,8.4,440663.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coco Before Chanel,2009,Biography,Drama,,6.7,39864.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocoon,1985,Comedy,Drama,Sci-Fi,6.7,60779.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Code 8,2019,Action,Crime,Drama,6.1,37631.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee and Cigarettes,2003,Comedy,Drama,Music,7.1,61924.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Coherence,2013,Drama,Mystery,Sci-Fi,7.2,119207.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Cold Mountain,2003,Adventure,Drama,History,7.2,144660.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cold Pursuit,2019,Action,Comedy,Crime,6.2,63547.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold War,2018,Drama,History,Music,7.6,53469.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Cold in July,2014,Crime,Thriller,,6.8,35220.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Collateral,2004,Action,Crime,Drama,7.5,381827.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collateral Beauty,2016,Drama,Romance,,6.8,96686.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Collateral Damage,2002,Action,Drama,Thriller,5.5,73851.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Colombiana,2011,Action,Drama,Thriller,6.4,98521.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Colonia,2015,Biography,Drama,History,7.1,50478.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Color Out of Space,2019,Horror,Mystery,Sci-Fi,6.2,42262.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Colors,1988,Action,Crime,Drama,6.7,25713.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colossal,2016,Action,Adventure,Comedy,6.2,62520.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coming to America,1988,Comedy,Romance,,7.1,200112.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Commando,1985,Action,Adventure,Thriller,6.7,153762.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Compliance,2012,Crime,Drama,History,6.4,33455.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Con Air,1997,Action,Crime,Thriller,6.9,287144.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Conan the Barbarian,2011,Action,Adventure,Fantasy,5.2,97562.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Conan the Barbarian,1982,Action,Adventure,Fantasy,6.9,143471.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Conan the Destroyer,1984,Action,Adventure,Fantasy,5.9,78513.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Concussion,2015,Biography,Drama,Sport,7.1,91287.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Coneheads,1993,Comedy,Sci-Fi,,5.4,53059.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Confessions,2010,Drama,Thriller,,7.7,37678.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Confessions of a Dangerous Mind,2002,Biography,Comedy,Crime,7.0,86718.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Shopaholic,2009,Comedy,Romance,,5.9,76632.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Confessions of a Teenage Drama Queen,2004,Comedy,Family,Music,4.7,28544.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Congo,1995,Action,Adventure,Mystery,5.2,44648.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Conquest 1453,2012,Action,Drama,History,6.6,57612.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Conquest of the Planet of the Apes,1972,Action,Sci-Fi,,6.1,31681.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Conspiracy Theory,1997,Action,Mystery,Thriller,6.7,97848.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Constantine,2005,Action,Fantasy,Horror,7.0,324566.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Contact,1997,Drama,Mystery,Sci-Fi,7.5,265130.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Contagion,2011,Drama,Thriller,,6.8,294348.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Contempt,1963,Drama,Romance,,7.6,30734.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Contraband,2012,Action,Crime,Drama,6.4,120412.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control,2007,Biography,Drama,Music,7.7,63715.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Control,2003,Comedy,Crime,Drama,7.6,25135.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool Hand Luke,1967,Crime,Drama,,8.1,171038.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool Runnings,1993,Adventure,Comedy,Family,7.0,98562.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Coolie No. 1,2020,Action,Comedy,Romance,4.2,72412.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cooties,2014,Action,Comedy,Horror,5.7,25116.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cop Car,2015,Crime,Thriller,,6.3,31982.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cop Land,1997,Crime,Drama,Thriller,6.9,90631.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cop Out,2010,Action,Comedy,Crime,5.6,86946.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copycat,1995,Drama,Mystery,Thriller,6.6,57453.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Coraline,2009,Animation,Drama,Family,7.7,211810.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriolanus,2011,Drama,Thriller,War,6.1,31811.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Corpse Bride,2005,Animation,Drama,Family,7.3,258599.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cosmopolis,2012,Crime,Drama,Fantasy,5.1,46154.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Countdown,2019,Horror,Thriller,,5.4,31694.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Couples Retreat,2009,Comedy,,,5.5,105398.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courage Under Fire,1996,Action,Drama,Mystery,6.6,52868.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cowboy Bebop: The Movie,2001,Action,Animation,Crime,7.9,45728.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coyote Ugly,2000,Comedy,Drama,Music,5.7,111241.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cradle 2 the Grave,2003,Action,Crime,Drama,5.8,44137.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crank,2006,Action,Crime,Thriller,6.9,242779.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crank: High Voltage,2009,Action,Crime,Thriller,6.2,146015.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crash,2004,Crime,Drama,Thriller,7.7,428485.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crash,1996,Drama,,,6.4,56792.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawl,2019,Action,Horror,Thriller,6.1,78712.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Crazy Heart,2009,Drama,Music,Romance,7.2,87183.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Crazy Rich Asians,2018,Comedy,Drama,Romance,6.9,157887.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Crazy, Stupid, Love.",2011,Comedy,Drama,Romance,7.4,495342.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Creed,2015,Drama,Sport,,7.6,260448.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Creed II,2018,Drama,Sport,,7.1,115827.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Creep,2014,Horror,Thriller,,6.4,49109.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Creep,2004,Horror,Mystery,Thriller,5.6,29263.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Creepshow,1982,Comedy,Fantasy,Horror,6.9,45628.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Cries & Whispers,1972,Drama,,,8.1,32651.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crimes and Misdemeanors,1989,Comedy,Drama,,7.9,56729.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal,2016,Action,Sci-Fi,Thriller,6.3,63543.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Crimson Peak,2015,Drama,Horror,Mystery,6.5,140597.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Crimson Tide,1995,Action,Drama,Thriller,7.3,108008.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Critters,1986,Comedy,Horror,Sci-Fi,6.1,34406.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Crocodile Dundee,1986,Action,Adventure,Comedy,6.6,99976.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crocodile Dundee II,1988,Action,Adventure,Comedy,5.7,55868.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cronos,1993,Fantasy,Horror,,6.7,28864.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Cross of Iron,1977,Drama,War,,7.5,26111.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crossroads,2002,Comedy,Drama,Romance,3.6,39610.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Crouching Tiger, Hidden Dragon",2000,Action,Adventure,Drama,7.8,261856.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruel Intentions,1999,Drama,Romance,,6.8,186356.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cry Wolf,2005,Drama,Horror,Mystery,5.8,26854.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cry-Baby,1990,Comedy,Musical,,6.5,57989.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cube,1997,Drama,Horror,Mystery,7.2,222365.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cube Zero,2004,Drama,Mystery,Sci-Fi,5.7,39516.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Cube²: Hypercube,2002,Drama,Horror,Mystery,5.6,65822.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cujo,1983,Horror,Thriller,,6.1,43617.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Curse of Chucky,2013,Adventure,Comedy,Fantasy,5.6,37470.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Curse of the Golden Flower,2006,Action,Drama,History,7.0,43408.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cursed,2005,Comedy,Horror,,5.0,32012.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cuties,2020,Drama,,,3.2,29480.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cutthroat Island,1995,Action,Adventure,Comedy,5.7,27418.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyborg,1989,Action,Sci-Fi,Thriller,5.1,30623.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cypher,2002,Mystery,Sci-Fi,Thriller,6.8,30737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
D2: The Mighty Ducks,1994,Comedy,Drama,Family,6.1,39292.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D3: The Mighty Ducks,1996,Action,Comedy,Drama,5.5,26355.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOA: Dead or Alive,2006,Action,Adventure,Mystery,4.8,44299.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Da 5 Bloods,2020,Adventure,Drama,War,6.5,48336.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Daddy Day Care,2003,Comedy,Family,,5.6,66519.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Daddy's Home,2015,Comedy,Family,,6.2,114666.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Daddy's Home 2,2017,Comedy,,,6.0,67761.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Buyers Club,2013,Biography,Drama,,8.0,464574.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damien: Omen II,1978,Horror,,,6.3,31167.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dan in Real Life,2007,Comedy,Drama,Romance,6.7,100496.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dancer in the Dark,2000,Crime,Drama,Musical,8.0,106503.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dances with Wolves,1990,Adventure,Drama,Western,8.0,251921.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dangal,2016,Action,Biography,Drama,8.4,173512.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dangerous Liaisons,1988,Drama,Romance,,7.6,67624.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dangerous Minds,1995,Biography,Drama,,6.5,51178.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Collins,2015,Biography,Comedy,Drama,7.0,30930.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dante's Peak,1997,Action,Adventure,Thriller,6.0,87136.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dara of Jasenovac,2020,Drama,War,,8.8,79813.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Darbareye Elly,2009,Drama,Mystery,,8.0,50541.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Daredevil,2003,Action,Crime,,5.3,213628.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark City,1998,Fantasy,Mystery,Sci-Fi,7.6,194598.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Dark Places,2015,Crime,Drama,Mystery,6.2,43977.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dark Shadows,2012,Comedy,Fantasy,Horror,6.2,256986.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Dark Skies,2013,Horror,Sci-Fi,Thriller,6.3,73794.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Dark Water,2005,Drama,Horror,Mystery,5.6,61417.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Dark Water,2002,Drama,Horror,Mystery,6.7,31528.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Dark Waters,2019,Biography,Drama,History,7.6,75738.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Darkest Hour,2017,Biography,Drama,War,7.4,187687.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Darkman,1990,Action,Sci-Fi,Thriller,6.4,61691.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Darkness Falls,2003,Fantasy,Horror,Mystery,5.0,31270.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Das Boot,1981,Adventure,Drama,Thriller,8.3,242018.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Date Movie,2006,Comedy,Romance,,2.8,58736.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
